Progress,Duration (in seconds),Finished,Q1,Q2,Q3_1,Q20_1,Q4,Q5,Q18,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9
100,271,TRUE,24,Female,5,1,"$0 - 25,000",Yes,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Moderately important,Very important,Moderately important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Never,Rarely,Occasionally,Never,Occasionally,Extremely,A little,Quite a bit,Extremely,Not at all,Extremely,Quite a bit,Moderately,Not at all,Extremely,Quite a bit,Quite a bit,Quite a bit,Extremely,A little,Extremely,Quite a bit,Extremely,Moderately,Extremely,Not at all,Extremely,Extremely,A little,Extremely,Quite a bit,Quite a bit,Not at all,Extremely,Extremely,Not at all,A little,Extremely,Not at all,Not at all,Moderately,Moderately
100,394,TRUE,28,Female,3,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Slightly important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Moderately important,Very important,Moderately important,Completely important,Very important,Very important,Very important,Moderately important,Occasionally,Occasionally,Very Frequently,Occasionally,Occasionally,Extremely,Not at all,Quite a bit,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Extremely,A little,A little,Quite a bit,A little,Moderately,Extremely,A little,Moderately,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Quite a bit,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Quite a bit,A little,Moderately,
100,324,TRUE,23,Female,5,3,"$26,000 - 50,000",No,No,Completely important,Very important,Completely important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Completely important,Completely important,Completely important,Completely important,Moderately important,Very important,Moderately important,Very important,Very important,Completely important,Very important,Very important,Completely important,Occasionally,Occasionally,Rarely,Never,Rarely,Not at all,Not at all,Extremely,Quite a bit,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,A little,A little,Extremely,A little,Not at all,Moderately,Quite a bit,Extremely,Extremely,Extremely,Not at all,Quite a bit,Extremely,Extremely,Not at all,Extremely,Extremely,Quite a bit,A little,Quite a bit,Not at all,A little,Not at all,Quite a bit
100,329,TRUE,21,Female,5,3,"$0 - 25,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Rarely,Frequently,Occasionally,Never,Occasionally,Extremely,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,Moderately,Moderately,Not at all,Extremely,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Extremely,Not at all,Moderately,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Extremely,Extremely,Extremely,Not at all,Extremely,A little,A little,A little,A little,A little,Not at all,A little,Not at all
100,385,TRUE,30,Female,4,2,"$76,000 - 100,000",Yes,Yes,Completely important,Completely important,Very important,Moderately important,Completely important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Very important,Completely important,Completely important,Completely important,Slightly important,Moderately important,Moderately important,Very important,Moderately important,Completely important,Very important,Slightly important,Never,Frequently,Occasionally,Never,Rarely,Moderately,Not at all,Moderately,Moderately,Not at all,A little,A little,Moderately,Not at all,A little,Moderately,A little,A little,Moderately,Not at all,Extremely,A little,A little,Not at all,Moderately,A little,Quite a bit,Not at all,A little,Not at all,Moderately,Moderately,Not at all,A little,Moderately,A little,Not at all,A little,Not at all,A little,Not at all,Not at all
100,1094,TRUE,24,Female,5,4,"$26,000 - 50,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Moderately important,Very important,Completely important,Very important,Very important,Completely important,Moderately important,Moderately important,Moderately important,Moderately important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Occasionally,Occasionally,Very Frequently,Occasionally,Very Frequently,Extremely,Not at all,Quite a bit,Quite a bit,A little,Extremely,Moderately,Not at all,Not at all,Extremely,Extremely,Moderately,Moderately,Extremely,Moderately,Extremely,Moderately,Extremely,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Moderately,Not at all,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Quite a bit,A little,Not at all,Not at all
100,261,TRUE,35,Female,5,3,"$76,000 - 100,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Rarely,Rarely,Frequently,Never,Rarely,Extremely,A little,Moderately,A little,Quite a bit,Moderately,A little,Not at all,A little,Quite a bit,Extremely,Not at all,Moderately,Quite a bit,Not at all,Extremely,A little,Not at all,Quite a bit,Extremely,A little,Moderately,Extremely,A little,Extremely,Quite a bit,Extremely,A little,Extremely,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Extremely
100,368,TRUE,21,Female,2,2,"$0 - 25,000",Yes,No,Very important,Moderately important,Slightly important,Completely important,Completely important,Not at all important,Very important,Very important,Very important,Very important,Completely important,Completely important,Completely important,Very important,Moderately important,Completely important,Not at all important,Completely important,Not at all important,Very important,Completely important,Not at all important,Never,Occasionally,Occasionally,Never,Never,A little,Quite a bit,Not at all,Not at all,Quite a bit,A little,Not at all,Not at all,Not at all,Not at all,Extremely,Not at all,Quite a bit,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,A little,Moderately,Moderately,A little,A little,A little,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately
100,358,TRUE,23,Female,3,4,"$51,000 - 75,000",No,No,Completely important,Very important,Moderately important,Very important,Completely important,Very important,Very important,Very important,Moderately important,Completely important,Completely important,Completely important,Completely important,Very important,Moderately important,Moderately important,Moderately important,Completely important,Very important,Very important,Completely important,Slightly important,Rarely,Occasionally,Occasionally,Never,Occasionally,Moderately,A little,A little,A little,Not at all,A little,Not at all,A little,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,A little,Extremely,Not at all,Moderately,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Moderately,Moderately,Not at all,A little,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,A little,Moderately
100,254,TRUE,21,Female,1,1,"$0 - 25,000",No,Yes,Very important,Very important,Not at all important,Very important,Completely important,Very important,Very important,Very important,Not at all important,Moderately important,Very important,Completely important,Very important,Very important,Very important,Very important,Slightly important,Completely important,Slightly important,Very important,Very important,Not at all important,Never,Never,Rarely,Never,Never,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,A little,Moderately,Moderately,Not at all,A little,Moderately,Moderately,Moderately,Moderately,A little,Extremely,Moderately,Quite a bit,A little,Moderately,A little,Not at all,A little,Not at all,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,A little,Not at all,Not at all,Moderately
100,350,TRUE,25,Female,2,2,"$26,000 - 50,000",Yes,Yes,Completely important,Completely important,Not at all important,Very important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Completely important,Completely important,Completely important,Very important,Slightly important,Completely important,Slightly important,Completely important,Slightly important,Completely important,Completely important,Slightly important,Occasionally,Occasionally,Frequently,Never,Rarely,A little,Quite a bit,A little,A little,Moderately,Not at all,Not at all,A little,A little,Moderately,Extremely,Not at all,Not at all,Extremely,Moderately,Extremely,Quite a bit,Quite a bit,Extremely,Extremely,Not at all,Extremely,Extremely,A little,Extremely,Extremely,Moderately,A little,Moderately,Quite a bit,A little,A little,Quite a bit,Not at all,Not at all,A little,Quite a bit
100,292,TRUE,23,Female,5,1,"$26,000 - 50,000",Yes,No,Very important,Very important,Completely important,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Slightly important,Moderately important,Completely important,Very important,Slightly important,Moderately important,Very important,Completely important,Completely important,Completely important,Moderately important,Moderately important,Very important,Never,Rarely,Occasionally,Never,Occasionally,Extremely,Moderately,Quite a bit,Moderately,A little,A little,Not at all,Not at all,Not at all,Extremely,Extremely,A little,Quite a bit,A little,Moderately,Extremely,Extremely,Quite a bit,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Quite a bit,Moderately,Not at all,Extremely,Quite a bit,A little,A little,Moderately,A little,Not at all,A little,Not at all
100,303,TRUE,24,Female,4,2,"$51,000 - 75,000",No,No,Completely important,Completely important,Moderately important,Completely important,Completely important,Very important,Moderately important,Completely important,Completely important,Very important,Moderately important,Completely important,Completely important,Very important,Moderately important,Moderately important,Slightly important,Very important,Very important,Completely important,Very important,Moderately important,Never,Rarely,Occasionally,Never,Never,Moderately,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Extremely,Not at all,Not at all,A little,Moderately,Moderately,A little,A little,Not at all,Moderately,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Not at all,Not at all,A little
100,542,TRUE,53,Male,5,4,"$100,000+",Yes,Yes,Very important,Completely important,Completely important,Completely important,Very important,Very important,Very important,Moderately important,Very important,Very important,Moderately important,Completely important,Very important,Very important,Moderately important,Very important,Moderately important,Very important,Very important,Very important,Very important,Very important,Occasionally,Occasionally,Rarely,Never,Rarely,Not at all,Quite a bit,Not at all,Not at all,A little,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,A little,Extremely,Not at all,A little,A little,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,A little,Moderately,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately
100,697,TRUE,25,Male,4,2,"$51,000 - 75,000",No,No,Completely important,Very important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Moderately important,Very important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Never,Frequently,Frequently,Never,Occasionally,Extremely,Not at all,Extremely,Quite a bit,Quite a bit,A little,Extremely,Moderately,Not at all,Extremely,Extremely,Not at all,Not at all,A little,A little,Extremely,Not at all,Moderately,Moderately,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Moderately,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
100,262,TRUE,20,Female,5,1,"$0 - 25,000",No,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Occasionally,Frequently,Frequently,Never,Rarely,Extremely,Not at all,Extremely,Moderately,Extremely,Extremely,Quite a bit,Quite a bit,A little,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Extremely,Extremely,Moderately,Extremely,Extremely,Quite a bit,Extremely,Extremely,A little,Extremely,Extremely,Quite a bit,Extremely,Extremely,Quite a bit,Extremely
100,344,TRUE,18,Female,4,2,"$0 - 25,000",No,No,Very important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Moderately important,Moderately important,Moderately important,Very important,Very important,Rarely,Occasionally,Occasionally,Never,Rarely,Not at all,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Moderately,A little,A little,Moderately,Moderately,Moderately,Extremely,Moderately,Moderately,Moderately,Not at all,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,A little,A little,A little,A little,A little,A little,A little,A little,A little
100,489,TRUE,57,Female,4,3,"$51,000 - 75,000",Yes,Yes,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Very important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Never,Never,Occasionally,Never,Never,Quite a bit,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Extremely,Moderately,Moderately,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Quite a bit,Not at all,Not at all,Moderately,Moderately
100,427,TRUE,36,Female,1,3,"$100,000+",No,No,Very important,Very important,Not at all important,Moderately important,Very important,Not at all important,Moderately important,Slightly important,Not at all important,Moderately important,Very important,Completely important,Very important,Not at all important,Not at all important,Slightly important,Not at all important,Moderately important,Not at all important,Slightly important,Moderately important,Not at all important,Occasionally,Occasionally,Very Frequently,Occasionally,Occasionally,Not at all,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,Not at all,Extremely,A little,A little,Moderately,Not at all,Extremely,A little,Not at all,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately
100,814,TRUE,25,Male,5,3,"$26,000 - 50,000",Yes,Yes,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Never,Never,Frequently,Never,Frequently,Quite a bit,A little,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Moderately,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,Not at all,Extremely,A little,Moderately,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Extremely,Extremely,Extremely,Not at all,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all
100,670,TRUE,29,Female,5,2,"$51,000 - 75,000",Yes,Yes,Very important,Completely important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Rarely,Occasionally,Frequently,Never,Very Frequently,A little,Not at all,Extremely,Moderately,Not at all,Extremely,Extremely,A little,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,Not at all,Extremely,Not at all,Not at all,A little,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,A little,Not at all,Moderately,A little,Not at all,Not at all,Moderately
100,333,TRUE,44,Female,4,3,"$76,000 - 100,000",Yes,Yes,Very important,Completely important,Very important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Moderately important,Very important,Moderately important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Never,Rarely,Frequently,Never,Never,Extremely,Moderately,Quite a bit,Quite a bit,A little,Moderately,Moderately,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,A little,Quite a bit,A little,Extremely,Not at all,A little,Moderately,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Moderately,Extremely,Moderately,A little,Moderately,A little,Not at all,A little,Moderately
100,298,TRUE,30,Female,1,5,"$100,000+",Yes,Yes,Completely important,Very important,Not at all important,Completely important,Completely important,Very important,Very important,Moderately important,Not at all important,Completely important,Completely important,Completely important,Slightly important,Slightly important,Slightly important,Moderately important,Not at all important,Moderately important,Not at all important,Moderately important,Not at all important,Not at all important,Rarely,Occasionally,Never,Never,Rarely,Not at all,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Extremely,Not at all,Not at all,Moderately,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Quite a bit
100,387,TRUE,34,Female,5,4,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Occasionally,Occasionally,Frequently,Never,Occasionally,Extremely,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Quite a bit,Moderately,Extremely,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Moderately,Extremely,Extremely,Extremely,Extremely,Quite a bit,Quite a bit,Quite a bit,Extremely,Moderately
100,331,TRUE,41,Male,4,5,"$100,000+",No,No,Completely important,Completely important,Very important,Moderately important,Very important,Moderately important,Very important,Very important,Moderately important,Completely important,Very important,Completely important,Completely important,,Very important,Moderately important,Moderately important,Completely important,Very important,Moderately important,Very important,Moderately important,Frequently,Frequently,Occasionally,Never,Occasionally,Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all
100,261,TRUE,19,Female,4,4,"$0 - 25,000",No,No,Completely important,Completely important,Moderately important,Completely important,Completely important,Completely important,Completely important,Moderately important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Completely important,Moderately important,Very important,Completely important,Very important,Rarely,Occasionally,Occasionally,Very Frequently,Very Frequently,Quite a bit,Extremely,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Extremely,Not at all,Moderately,Extremely,Quite a bit,Quite a bit,Moderately,Extremely,Moderately,Extremely,Quite a bit,Quite a bit,A little,A little,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Moderately
100,327,TRUE,37,Female,5,3,"$100,000+",Yes,Yes,Completely important,Completely important,Very important,Moderately important,Slightly important,Very important,Moderately important,Not at all important,Very important,Moderately important,Moderately important,Completely important,Very important,Slightly important,Moderately important,Slightly important,Very important,Very important,Completely important,Slightly important,Very important,Very important,Rarely,Rarely,Occasionally,Never,Rarely,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Moderately,Moderately,A little,Extremely,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Extremely,Moderately,Quite a bit,Moderately,Extremely,A little,Quite a bit,Extremely,A little,Quite a bit,Quite a bit,Moderately,Not at all,Extremely,Quite a bit,A little,Moderately,Moderately,A little,A little,A little,Moderately
100,331,TRUE,26,Female,3,4,"$51,000 - 75,000",No,No,Completely important,Moderately important,Not at all important,Completely important,Completely important,Moderately important,Very important,Very important,Moderately important,Completely important,Very important,Completely important,Completely important,Very important,Moderately important,Very important,Moderately important,Completely important,Moderately important,Very important,Very important,Slightly important,Rarely,Frequently,Occasionally,Rarely,Rarely,A little,Quite a bit,Not at all,Not at all,A little,Not at all,Not at all,Not at all,Not at all,A little,A little,Not at all,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
100,338,TRUE,26,Female,5,4,"$0 - 25,000",No,No,Completely important,Slightly important,Completely important,Moderately important,Completely important,Completely important,Moderately important,Not at all important,Completely important,Completely important,Very important,Completely important,Very important,Slightly important,Not at all important,Very important,Very important,Completely important,Completely important,Slightly important,Very important,Very important,Rarely,Frequently,Rarely,Never,Rarely,Moderately,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Extremely,A little,A little,Quite a bit,Moderately,Extremely,Moderately,Moderately,Extremely,Extremely,Not at all,Extremely,Quite a bit,Not at all,Extremely,Extremely,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately
100,262,TRUE,42,Female,5,4,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Very important,Occasionally,Occasionally,Very Frequently,Never,Occasionally,Extremely,Not at all,Quite a bit,Quite a bit,A little,Extremely,Quite a bit,Moderately,Not at all,A little,A little,Extremely,Extremely,A little,Extremely,Extremely,Extremely,Moderately,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Quite a bit,Not at all,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Moderately
100,347,TRUE,25,Male,5,4,"$26,000 - 50,000",Yes,No,Very important,Completely important,Completely important,Very important,Moderately important,Very important,Moderately important,Not at all important,Very important,Moderately important,Moderately important,Completely important,Very important,Moderately important,Slightly important,Slightly important,Moderately important,Moderately important,Completely important,Moderately important,Very important,Completely important,Frequently,Rarely,Never,Never,Occasionally,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,A little,A little,Not at all,Extremely,A little,A little,Not at all,Moderately,Moderately,A little,Not at all,Not at all,A little,A little,Moderately,Not at all,A little,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,A little
100,360,TRUE,23,Female,1,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Slightly important,Completely important,Completely important,Completely important,Completely important,Completely important,Slightly important,Very important,Very important,Completely important,Completely important,Completely important,Slightly important,Not at all important,Not at all important,Completely important,Not at all important,Completely important,Completely important,Not at all important,Rarely,Rarely,Frequently,Never,Occasionally,A little,Quite a bit,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Quite a bit,A little,A little,A little,A little,Not at all,A little,A little,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
100,521,TRUE,23,Female,5,3,"$0 - 25,000",Yes,Yes,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Very important,Very important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Rarely,Rarely,Occasionally,Never,Rarely,Moderately,Not at all,Quite a bit,Not at all,A little,A little,Moderately,A little,Not at all,Moderately,A little,A little,A little,Moderately,Moderately,Extremely,A little,Moderately,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Extremely,Quite a bit,Quite a bit,Not at all,Extremely,Moderately,A little,A little,Moderately,Not at all,Not at all,Quite a bit,Moderately
100,838,TRUE,26,Male,5,4,"$26,000 - 50,000",Yes,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Frequently,Frequently,Frequently,Occasionally,Frequently,A little,A little,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Quite a bit,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Not at all,A little,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately
100,584,TRUE,25,Female,4,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Completely important,Frequently,Frequently,Occasionally,Rarely,Occasionally,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,A little,Not at all,Moderately,Moderately,Extremely,Extremely,Not at all,Not at all,Extremely,Quite a bit,Extremely,Moderately,Not at all,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Moderately,Not at all,Extremely,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Moderately
100,252,TRUE,25,Female,5,2,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Moderately important,Completely important,Very important,Completely important,Completely important,Very important,Very important,Completely important,Moderately important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Never,Rarely,Frequently,Never,Occasionally,Quite a bit,A little,Moderately,Not at all,A little,Moderately,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Quite a bit,A little,Extremely,A little,Not at all,Not at all,Extremely,Not at all,Extremely,Moderately,Not at all,Quite a bit,Extremely,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,A little,Not at all,Not at all,Not at all,Not at all
100,880,TRUE,52,Female,5,4,"$76,000 - 100,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Rarely,Very Frequently,Very Frequently,Never,Very Frequently,Extremely,A little,Extremely,Extremely,A little,Extremely,Extremely,Extremely,Not at all,Extremely,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,Extremely,Extremely,Extremely,Moderately,Extremely,A little,Extremely,Extremely,A little,Extremely,Extremely,Extremely,Not at all,Extremely,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,Quite a bit,Extremely,Moderately
100,656,TRUE,42,Female,5,5,"$76,000 - 100,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Moderately important,Very important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Frequently,Frequently,Frequently,Never,Very Frequently,Extremely,Not at all,Extremely,Extremely,Quite a bit,Extremely,Extremely,Extremely,Not at all,Extremely,Extremely,Moderately,Quite a bit,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Extremely,Not at all,Extremely,Extremely,A little,Extremely,Extremely,Extremely,Not at all,Extremely,Quite a bit,Quite a bit,Quite a bit,Moderately,Extremely,Extremely,Extremely,A little
